test_id,trial_curr,trial_total,rep,reps,steps,steps_max,pbp,pres_mode,perception_count,retrieval_count,sol,solved,timestamp,activity->feature->hyp_base,activity->obj->hyp_base
_6e72e65c14ff4a41,1,4,29,200,463,2500,pbp18sim,interleaved-sim-sim,1032,1863,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.135Z,,
_6e72e65c14ff4a41,1,4,30,200,214,2500,pbp18sim,interleaved-sim-sim,345,1027,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.138Z,,
_6e72e65c14ff4a41,1,4,31,200,243,2500,pbp18sim,interleaved-sim-sim,458,617,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.146Z,,
_6e72e65c14ff4a41,1,4,32,200,460,2500,pbp18sim,interleaved-sim-sim,1013,1993,"Only in the right scenes, exists: ( objects that are far (circle objects) at the end)",true,2022-04-05T03:10:48.148Z,,
_6e72e65c14ff4a41,1,4,33,200,199,2500,pbp18sim,interleaved-sim-sim,739,883,"Only in the right scenes, exists: ( objects that are far (stable at the end objects) at the end)",true,2022-04-05T03:10:48.227Z,,
_6e72e65c14ff4a41,1,4,34,200,582,2500,pbp18sim,interleaved-sim-sim,1034,3067,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.229Z,,
_6e72e65c14ff4a41,1,4,35,200,138,2500,pbp18sim,interleaved-sim-sim,693,514,"Only in the left scenes, exists: ( objects that are supporting[0.20] (top-most at the end objects) at the end)",true,2022-04-05T03:10:48.230Z,,
_6e72e65c14ff4a41,1,4,36,200,59,2500,pbp18sim,interleaved-sim-sim,211,287,"Only in the left scenes, exists: ( objects that are touches (top-most at the end objects) at the end)",true,2022-04-05T03:10:48.232Z,,
_6e72e65c14ff4a41,1,4,37,200,854,2500,pbp18sim,interleaved-sim-sim,1704,7943,"Only in the left scenes, exists: ( objects that are supporting[0.20] (small objects) at the end)",true,2022-04-05T03:10:48.233Z,,
_6e72e65c14ff4a41,1,4,38,200,128,2500,pbp18sim,interleaved-sim-sim,303,182,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.234Z,,
_6e72e65c14ff4a41,1,4,39,200,34,2500,pbp18sim,interleaved-sim-sim,136,116,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.239Z,,
_6e72e65c14ff4a41,1,4,40,200,381,2500,pbp18sim,interleaved-sim-sim,871,1305,"Only in the right scenes, exists: ( objects that are beside (single at the end objects))",true,2022-04-05T03:10:48.241Z,,
_6e72e65c14ff4a41,1,4,41,200,202,2500,pbp18sim,interleaved-sim-sim,492,457,"Only in the right scenes, exists: ( objects that are far (circle objects) at the end)",true,2022-04-05T03:10:48.246Z,,
_6e72e65c14ff4a41,1,4,42,200,408,2500,pbp18sim,interleaved-sim-sim,985,1599,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.250Z,,
_6e72e65c14ff4a41,1,4,43,200,47,2500,pbp18sim,interleaved-sim-sim,668,346,"Only in the left scenes, exists: ( objects that are supporting[0.20] (any object) at the end)",true,2022-04-05T03:10:48.252Z,,
_6e72e65c14ff4a41,1,4,44,200,281,2500,pbp18sim,interleaved-sim-sim,480,788,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.254Z,,
_6e72e65c14ff4a41,1,4,45,200,273,2500,pbp18sim,interleaved-sim-sim,598,1008,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.261Z,,
_6e72e65c14ff4a41,1,4,46,200,77,2500,pbp18sim,interleaved-sim-sim,251,291,"Only in the right scenes, exists: ( objects that are far (small objects) at the end)",true,2022-04-05T03:10:48.263Z,,
_6e72e65c14ff4a41,1,4,47,200,550,2500,pbp18sim,interleaved-sim-sim,1089,2808,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.265Z,,
_6e72e65c14ff4a41,1,4,48,200,350,2500,pbp18sim,interleaved-sim-sim,840,1217,"Only in the left scenes, exists: ( objects that are touches (on-ground objects) at the end)",true,2022-04-05T03:10:48.266Z,,
_6e72e65c14ff4a41,1,4,49,200,78,2500,pbp18sim,interleaved-sim-sim,146,101,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.268Z,,
_6e72e65c14ff4a41,1,4,50,200,742,2500,pbp18sim,interleaved-sim-sim,1308,6037,"Only in the right scenes, exists: ( objects that are far (circle objects) at the end)",true,2022-04-05T03:10:48.270Z,,
_6e72e65c14ff4a41,1,4,51,200,702,2500,pbp18sim,interleaved-sim-sim,1405,4617,"Only in the left scenes, exists: ( objects that are touches (can-move-up objects) at the end)",true,2022-04-05T03:10:48.275Z,,
_6e72e65c14ff4a41,1,4,52,200,541,2500,pbp18sim,interleaved-sim-sim,1046,2332,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.277Z,,
_6e72e65c14ff4a41,1,4,53,200,186,2500,pbp18sim,interleaved-sim-sim,406,448,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.279Z,,
_6e72e65c14ff4a41,1,4,54,200,229,2500,pbp18sim,interleaved-sim-sim,1028,1172,"Only in the left scenes, exists: ( objects that are supporting[0.20] (can-move-up objects) at the end)",true,2022-04-05T03:10:48.282Z,,
_6e72e65c14ff4a41,1,4,55,200,478,2500,pbp18sim,interleaved-sim-sim,992,2706,"Only in the left scenes, exists: ( objects that are touches (small objects) at the end)",true,2022-04-05T03:10:48.284Z,,
_6e72e65c14ff4a41,1,4,56,200,233,2500,pbp18sim,interleaved-sim-sim,576,608,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.286Z,,
_6e72e65c14ff4a41,1,4,57,200,294,2500,pbp18sim,interleaved-sim-sim,568,1334,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.292Z,,
_6e72e65c14ff4a41,1,4,58,200,290,2500,pbp18sim,interleaved-sim-sim,746,668,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.294Z,,
_6e72e65c14ff4a41,1,4,59,200,287,2500,pbp18sim,interleaved-sim-sim,626,1516,"Only in the left scenes, exists: ( objects that are touches (stable at the end objects) at the end)",true,2022-04-05T03:10:48.295Z,,
_6e72e65c14ff4a41,1,4,60,200,169,2500,pbp18sim,interleaved-sim-sim,513,372,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.297Z,,
_6e72e65c14ff4a41,1,4,61,200,64,2500,pbp18sim,interleaved-sim-sim,198,300,"Only in the left scenes, exists: ( objects that are touches (circle objects) at the end)",true,2022-04-05T03:10:48.299Z,,
_6e72e65c14ff4a41,1,4,62,200,405,2500,pbp18sim,interleaved-sim-sim,733,1215,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.302Z,,
_6e72e65c14ff4a41,1,4,63,200,312,2500,pbp18sim,interleaved-sim-sim,1167,1128,"Only in the left scenes, exists: ( objects that are supporting[0.20] (any object) at the end)",true,2022-04-05T03:10:48.313Z,,
_6e72e65c14ff4a41,1,4,64,200,1140,2500,pbp18sim,interleaved-sim-sim,1614,11754,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.316Z,,
_6e72e65c14ff4a41,1,4,65,200,52,2500,pbp18sim,interleaved-sim-sim,195,127,"Only in the left scenes, exists: ( objects that are touches (any object) at the end)",true,2022-04-05T03:10:48.319Z,,
_6e72e65c14ff4a41,1,4,66,200,161,2500,pbp18sim,interleaved-sim-sim,225,386,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.324Z,,
_6e72e65c14ff4a41,1,4,67,200,687,2500,pbp18sim,interleaved-sim-sim,1420,4089,"Only in the right scenes, exists: ( objects that are far (bottom at the end objects) at the end)",true,2022-04-05T03:10:48.327Z,,
_6e72e65c14ff4a41,1,4,68,200,460,2500,pbp18sim,interleaved-sim-sim,863,1970,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.333Z,,
_6e72e65c14ff4a41,1,4,69,200,567,2500,pbp18sim,interleaved-sim-sim,1164,4322,"Only in the right scenes, exists: ( objects that are far (can-move-up objects) at the end)",true,2022-04-05T03:10:48.342Z,,
_6e72e65c14ff4a41,1,4,70,200,334,2500,pbp18sim,interleaved-sim-sim,914,1051,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.345Z,,
_6e72e65c14ff4a41,1,4,71,200,53,2500,pbp18sim,interleaved-sim-sim,94,51,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.349Z,,
_6e72e65c14ff4a41,1,4,72,200,103,2500,pbp18sim,interleaved-sim-sim,238,207,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.351Z,,
_6e72e65c14ff4a41,1,4,73,200,444,2500,pbp18sim,interleaved-sim-sim,1045,1755,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.355Z,,
_6e72e65c14ff4a41,1,4,74,200,120,2500,pbp18sim,interleaved-sim-sim,231,309,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.359Z,,
_6e72e65c14ff4a41,1,4,75,200,146,2500,pbp18sim,interleaved-sim-sim,217,324,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.371Z,,
_6e72e65c14ff4a41,1,4,76,200,204,2500,pbp18sim,interleaved-sim-sim,541,586,"Only in the right scenes, exists: ( objects that are far (small objects) at the end)",true,2022-04-05T03:10:48.377Z,,
_6e72e65c14ff4a41,1,4,77,200,89,2500,pbp18sim,interleaved-sim-sim,166,88,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.385Z,,
_6e72e65c14ff4a41,1,4,78,200,119,2500,pbp18sim,interleaved-sim-sim,321,433,"Only in the right scenes, exists: ( objects that are far (small objects) at the end)",true,2022-04-05T03:10:48.389Z,,
_6e72e65c14ff4a41,1,4,79,200,261,2500,pbp18sim,interleaved-sim-sim,693,943,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.393Z,,
_6e72e65c14ff4a41,1,4,80,200,129,2500,pbp18sim,interleaved-sim-sim,259,190,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.396Z,,
_6e72e65c14ff4a41,1,4,81,200,193,2500,pbp18sim,interleaved-sim-sim,333,322,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.420Z,,
_6e72e65c14ff4a41,1,4,82,200,386,2500,pbp18sim,interleaved-sim-sim,774,2384,"Only in the right scenes, exists: ( objects that are far (unstable objects) at the end)",true,2022-04-05T03:10:48.426Z,,
_6e72e65c14ff4a41,1,4,83,200,276,2500,pbp18sim,interleaved-sim-sim,651,1478,"Only in the right scenes, exists: ( objects that are far (can-move-up objects) at the end)",true,2022-04-05T03:10:48.431Z,,
_6e72e65c14ff4a41,1,4,84,200,409,2500,pbp18sim,interleaved-sim-sim,694,1887,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.433Z,,
_6e72e65c14ff4a41,1,4,85,200,565,2500,pbp18sim,interleaved-sim-sim,1045,3184,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.436Z,,
_6e72e65c14ff4a41,1,4,86,200,192,2500,pbp18sim,interleaved-sim-sim,380,349,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.438Z,,
_6e72e65c14ff4a41,1,4,87,200,87,2500,pbp18sim,interleaved-sim-sim,268,183,"Only in the left scenes, exists: ( objects that are touches (any object) at the end)",true,2022-04-05T03:10:48.446Z,,
_6e72e65c14ff4a41,1,4,88,200,221,2500,pbp18sim,interleaved-sim-sim,454,532,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.448Z,,
_6e72e65c14ff4a41,1,4,89,200,135,2500,pbp18sim,interleaved-sim-sim,279,228,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.451Z,,
_6e72e65c14ff4a41,1,4,90,200,138,2500,pbp18sim,interleaved-sim-sim,391,227,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.503Z,,
_6e72e65c14ff4a41,1,4,91,200,456,2500,pbp18sim,interleaved-sim-sim,1010,2189,"Only in the left scenes, exists: ( objects that are touches (small objects) at the end)",true,2022-04-05T03:10:48.505Z,,
_6e72e65c14ff4a41,1,4,92,200,435,2500,pbp18sim,interleaved-sim-sim,837,1189,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.508Z,,
_6e72e65c14ff4a41,1,4,93,200,149,2500,pbp18sim,interleaved-sim-sim,342,442,"Only in the right scenes, exists: ( objects that are far (on-ground at the end objects) at the end)",true,2022-04-05T03:10:48.527Z,,
_6e72e65c14ff4a41,1,4,94,200,124,2500,pbp18sim,interleaved-sim-sim,384,444,"Only in the right scenes, exists: ( objects that are far (circle objects) at the end)",true,2022-04-05T03:10:48.529Z,,
_6e72e65c14ff4a41,1,4,95,200,308,2500,pbp18sim,interleaved-sim-sim,720,1380,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.531Z,,
_6e72e65c14ff4a41,1,4,96,200,168,2500,pbp18sim,interleaved-sim-sim,413,543,"Only in the left scenes, exists: ( objects that are touches (can-move-up objects) at the end)",true,2022-04-05T03:10:48.533Z,,
_6e72e65c14ff4a41,1,4,97,200,59,2500,pbp18sim,interleaved-sim-sim,247,109,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.536Z,,
_6e72e65c14ff4a41,1,4,98,200,1004,2500,pbp18sim,interleaved-sim-sim,1681,9663,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.540Z,,
_6e72e65c14ff4a41,1,4,99,200,63,2500,pbp18sim,interleaved-sim-sim,185,296,"Only in the right scenes, exists: ( objects that are far (circle objects) at the end)",true,2022-04-05T03:10:48.555Z,,
_6e72e65c14ff4a41,1,4,100,200,714,2500,pbp18sim,interleaved-sim-sim,1372,5107,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.556Z,,
_6e72e65c14ff4a41,1,4,101,200,190,2500,pbp18sim,interleaved-sim-sim,525,683,"Only in the left scenes, exists: ( objects that are touches (circle objects) at the end)",true,2022-04-05T03:10:48.558Z,,
_6e72e65c14ff4a41,1,4,102,200,56,2500,pbp18sim,interleaved-sim-sim,190,109,"Only in the left scenes, exists: ( objects that are touches (any object) at the end)",true,2022-04-05T03:10:48.560Z,,
_6e72e65c14ff4a41,1,4,103,200,323,2500,pbp18sim,interleaved-sim-sim,1201,1298,"Only in the left scenes, exists: ( objects that are supporting[0.20] (any object) at the end)",true,2022-04-05T03:10:48.562Z,,
_6e72e65c14ff4a41,1,4,104,200,980,2500,pbp18sim,interleaved-sim-sim,1614,5881,"Only in the right scenes, exists: ( objects that are far (circle objects) at the end)",true,2022-04-05T03:10:48.563Z,,
_6e72e65c14ff4a41,1,4,105,200,246,2500,pbp18sim,interleaved-sim-sim,583,971,"Only in the left scenes, exists: ( objects that are touches (top-most at the end objects) at the end)",true,2022-04-05T03:10:48.570Z,,
_6e72e65c14ff4a41,1,4,106,200,174,2500,pbp18sim,interleaved-sim-sim,389,404,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.573Z,,
_6e72e65c14ff4a41,1,4,107,200,797,2500,pbp18sim,interleaved-sim-sim,1490,5320,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.576Z,,
_6e72e65c14ff4a41,1,4,108,200,147,2500,pbp18sim,interleaved-sim-sim,426,670,"Only in the left scenes, exists: ( objects that are touches (can-move-up objects) at the end)",true,2022-04-05T03:10:48.581Z,,
_6e72e65c14ff4a41,1,4,109,200,289,2500,pbp18sim,interleaved-sim-sim,428,282,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.584Z,,
_6e72e65c14ff4a41,1,4,110,200,140,2500,pbp18sim,interleaved-sim-sim,354,312,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.587Z,,
_6e72e65c14ff4a41,1,4,111,200,89,2500,pbp18sim,interleaved-sim-sim,237,355,"Only in the right scenes, exists: ( objects that are far (circle objects) at the end)",true,2022-04-05T03:10:48.601Z,,
_6e72e65c14ff4a41,1,4,112,200,35,2500,pbp18sim,interleaved-sim-sim,43,18,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.604Z,,
_6e72e65c14ff4a41,1,4,113,200,212,2500,pbp18sim,interleaved-sim-sim,618,624,"Only in the left scenes, exists: ( objects that are touches (can-move-up objects) at the end)",true,2022-04-05T03:10:48.606Z,,
_6e72e65c14ff4a41,1,4,114,200,254,2500,pbp18sim,interleaved-sim-sim,625,1170,"Only in the left scenes, exists: ( objects that are touches (circle objects) at the end)",true,2022-04-05T03:10:48.607Z,,
_6e72e65c14ff4a41,1,4,115,200,97,2500,pbp18sim,interleaved-sim-sim,254,141,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.609Z,,
_6e72e65c14ff4a41,1,4,116,200,685,2500,pbp18sim,interleaved-sim-sim,1462,5252,"Only in the left scenes, exists: ( objects that are touches (rect objects) at the end)",true,2022-04-05T03:10:48.614Z,,
_6e72e65c14ff4a41,1,4,117,200,381,2500,pbp18sim,interleaved-sim-sim,763,1225,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.624Z,,
_6e72e65c14ff4a41,1,4,118,200,387,2500,pbp18sim,interleaved-sim-sim,1220,1789,"Only in the left scenes, exists: ( objects that are supporting[0.20] (circle objects) at the end)",true,2022-04-05T03:10:48.626Z,,
_6e72e65c14ff4a41,1,4,119,200,545,2500,pbp18sim,interleaved-sim-sim,1273,3059,"Only in the right scenes, exists: ( objects that are far (stable at the end objects) at the end)",true,2022-04-05T03:10:48.628Z,,
_6e72e65c14ff4a41,1,4,120,200,262,2500,pbp18sim,interleaved-sim-sim,537,805,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.630Z,,
_6e72e65c14ff4a41,1,4,121,200,508,2500,pbp18sim,interleaved-sim-sim,1018,2221,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.633Z,,
_6e72e65c14ff4a41,1,4,122,200,230,2500,pbp18sim,interleaved-sim-sim,491,622,"Only in the left scenes, exists: ( objects that are touches (small objects) at the end)",true,2022-04-05T03:10:48.635Z,,
_6e72e65c14ff4a41,1,4,124,200,538,2500,pbp18sim,interleaved-sim-sim,1010,2196,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.642Z,,
_6e72e65c14ff4a41,1,4,123,200,85,2500,pbp18sim,interleaved-sim-sim,218,156,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.647Z,,
_6e72e65c14ff4a41,1,4,125,200,111,2500,pbp18sim,interleaved-sim-sim,373,236,"Only in the left scenes, exists: ( objects that are touches (any object) at the end)",true,2022-04-05T03:10:48.649Z,,
_6e72e65c14ff4a41,1,4,126,200,293,2500,pbp18sim,interleaved-sim-sim,596,996,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.652Z,,
_6e72e65c14ff4a41,1,4,127,200,61,2500,pbp18sim,interleaved-sim-sim,164,133,"Only in the left scenes, exists: ( objects that are touches (any object) at the end)",true,2022-04-05T03:10:48.653Z,,
_6e72e65c14ff4a41,1,4,128,200,253,2500,pbp18sim,interleaved-sim-sim,585,950,"Only in the left scenes, exists: ( objects that are touches (any object) at the end)",true,2022-04-05T03:10:48.656Z,,
_6e72e65c14ff4a41,1,4,129,200,131,2500,pbp18sim,interleaved-sim-sim,281,218,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.662Z,,
_6e72e65c14ff4a41,1,4,130,200,429,2500,pbp18sim,interleaved-sim-sim,899,1603,"Only in the left scenes, exists: ( objects that are touches (circle objects) at the end)",true,2022-04-05T03:10:48.664Z,,
_6e72e65c14ff4a41,1,4,131,200,171,2500,pbp18sim,interleaved-sim-sim,405,312,"Only in the left scenes, exists: ( objects that are touches (any object) at the end)",true,2022-04-05T03:10:48.666Z,,
_6e72e65c14ff4a41,1,4,132,200,188,2500,pbp18sim,interleaved-sim-sim,447,691,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.668Z,,
_6e72e65c14ff4a41,1,4,133,200,146,2500,pbp18sim,interleaved-sim-sim,268,244,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.670Z,,
_6e72e65c14ff4a41,1,4,134,200,340,2500,pbp18sim,interleaved-sim-sim,719,1303,"Only in the left scenes, exists: ( objects that are touching at the end)",true,2022-04-05T03:10:48.672Z,,
_6e72e65c14ff4a41,1,4,135,200,173,2500,pbp18sim,interleaved-sim-sim,416,552,"Only in the left scenes, exists: ( objects that are touches (can-move-up at the end objects) at the end)",true,2022-04-05T03:10:48.689Z,,
_6e72e65c14ff4a41,1,4,136,200,99,2500,pbp18sim,interleaved-sim-sim,802,329,"Only in the left scenes, exists: ( objects that are supporting[0.20] (any object) at the end)",true,2022-04-05T03:10:48.692Z,,
_6e72e65c14ff4a41,1,4,137,200,58,2500,pbp18sim,interleaved-sim-sim,114,53,"Only in the right scenes, exists: (single at the end objects)",true,2022-04-05T03:10:48.694Z,,
_6e72e65c14ff4a41,1,4,138,200,83,2500,pbp18sim,interleaved-sim-sim,255,244,"Only in the right scenes, exists: ( objects that are far (any object) at the end)",true,2022-04-05T03:10:48.696Z,,
_6e72e65c14ff4a41,1,4,139,200,201,2500,pbp18sim,interleaved-sim-sim,548,642,"Only in the right scenes, exists: ( objects that are far (small objects) at the end)",true,2022-04-05T03:10:48.697Z,,
